ep_combine_ms,ep_dispatch_ms,ep_expert_backend,ep_expert_ms,ep_mean_active_experts,ep_mean_rank_max_mean,ep_prepare_finalize_backend,ep_t_moe_ms,ep_t_moe_ms_per_token,ep_wall_ms,iteration,modality,prompt_tokens,request_id,t_moe_ep_vs_tp_reduction_pct,tp_combine_ms,tp_dispatch_ms,tp_expert_ms,tp_mean_active_experts,tp_mean_rank_max_mean,tp_t_moe_ms,tp_t_moe_ms_per_token,tp_wall_ms,vision_fraction,vision_tokens,volume,wall_ep_vs_tp_reduction_pct
16.05267196893692,24.225919932127,TritonExperts,44.27561581134796,127.14583333333333,1.1220235586648686,DeepEPHTPrepareAndFinalize,306.5992317199707,0.05168564256911172,5161.89545,0,mixed,5932,large_mixed,37.74188300256477,0.8700799960643053,0.9545279999729246,36.60624009370804,127.20833333333333,1.1209875112384806,492.46467208862305,0.08301831963732688,1282.2321,0.8260283209710048,4900,large,-302.5710672818127
14.712767899036407,199.88771933317184,TritonExperts,43.51424014568329,127.14583333333333,1.1220235586648686,DeepEPHTPrepareAndFinalize,481.6116786003113,0.0811887522927025,5142.681958,1,mixed,5932,large_mixed,2.3616683385229087,0.8747840039432049,0.9196480046957731,37.13228797912598,127.20833333333333,1.1209875112384806,493.2608642578125,0.08315253949052807,1288.615674,0.8260283209710048,4900,large,-299.0857834311893
14.242367997765541,21.034431874752045,TritonExperts,36.68467193841934,105.64583333333333,1.3330847134275043,DeepEPHTPrepareAndFinalize,231.98118352890015,0.056511859568550586,4192.203378,0,text_heavy,4105,large_text_heavy,33.596593713803045,0.6859519984573126,0.9813440013676882,30.18963199853897,104.02083333333333,1.3318234876167276,349.3513307571411,0.08510385645728163,436.521048,0.0,0,large,-860.3668361943454
13.175615936517715,17.828191995620728,TritonExperts,36.38185614347458,105.64583333333333,1.3330847134275043,DeepEPHTPrepareAndFinalize,226.3084487915039,0.05512995098453201,4159.688177,1,text_heavy,4105,large_text_heavy,35.64893420388102,0.6872320035472512,0.9383360035717487,30.77228808403015,104.02083333333333,1.3318234876167276,351.6778564453125,0.08567061058351096,438.20012,0.0,0,large,-849.2667818073623
19.586912035942078,27.11836802959442,TritonExperts,49.9903684258461,127.22916666666667,1.13213982672383,DeepEPHTPrepareAndFinalize,370.4765763282776,0.049641776273385715,5461.603787,0,vision_heavy,7463,large_vision_heavy,42.69348133309337,1.0450240019708872,0.9757439999375492,43.186079919338226,127.1875,1.1323948144177944,646.4824333190918,0.0866250078144301,1782.17448,0.9848586359372906,7350,large,-206.4572996803321
18.539903968572617,24.174560010433197,TritonExperts,49.643072068691254,127.22916666666667,1.13213982672383,DeepEPHTPrepareAndFinalize,367.77820777893066,0.04928021007355362,5421.917141,1,vision_heavy,7463,large_vision_heavy,41.56606875734147,1.0466559994965792,0.9314880059100688,42.89033603668213,127.1875,1.1323948144177944,629.3915195465088,0.08433492155252698,1767.429302,0.9848586359372906,7350,large,-206.76854428432463
7.391039989888668,18.07062393426895,TritonExperts,28.884383857250214,126.95833333333333,1.124700956937799,DeepEPHTPrepareAndFinalize,145.43369555473328,0.06961881070116481,4273.030791,0,mixed,2089,medium_mixed,25.96373035425766,0.46697599813342094,0.9696000088006258,24.00812801718712,126.8125,1.1251645524174247,196.4357419013977,0.09403338530464227,521.446442,0.7505983724269986,1568,medium,-719.4572724690295
7.087135992944241,21.429792135953903,TritonExperts,28.899455904960632,126.95833333333333,1.124700956937799,DeepEPHTPrepareAndFinalize,147.7640631198883,0.07073435285777324,4257.803339,1,mixed,2089,medium_mixed,27.766057637351974,0.4692799998447299,1.056351998820901,24.71200007200241,126.8125,1.1251645524174247,204.56319880485535,0.09792398219476081,522.125026,0.7505983724269986,1568,medium,-715.4758203449913
6.59027199447155,17.80950391292572,TritonExperts,24.98316791653633,99.8125,1.3132120768229167,DeepEPHTPrepareAndFinalize,102.48035168647766,0.10007846844382584,4104.556416,0,text_heavy,1024,medium_text_heavy,18.040959580347746,1.0753920027054846,0.916127996519208,19.430431991815567,99.85416666666667,1.313201904296875,125.03849625587463,0.12210790649987757,192.480625,0.0,0,medium,-2032.4517291026045
6.25001598149538,16.951424062252045,TritonExperts,25.023743897676468,99.8125,1.3132120768229167,DeepEPHTPrepareAndFinalize,102.1166398525238,0.09972328110598028,4083.370167,1,text_heavy,1024,medium_text_heavy,12.866572976671423,1.0162560027092695,0.937407998368144,19.44854399561882,99.85416666666667,1.313201904296875,117.19571161270142,0.11444893712177873,183.619545,0.0,0,medium,-2123.8210899607666
6.09606397151947,19.481600016355515,TritonExperts,27.596544086933136,126.77083333333333,1.1302715412621358,DeepEPHTPrepareAndFinalize,128.73436760902405,0.07816294329631089,4753.96092,0,vision_heavy,1647,medium_vision_heavy,25.15280804641076,0.5953920017927885,1.0202239975333214,23.37248009443283,126.72916666666667,1.131375227686703,171.9962556362152,0.10443002770869168,471.20765,0.9520340012143291,1568,medium,-908.8887393912216
6.754080004990101,19.544928014278412,TritonExperts,27.568608224391937,126.77083333333333,1.1302715412621358,DeepEPHTPrepareAndFinalize,128.55007982254028,0.0780510502869097,4261.27009,1,vision_heavy,1647,medium_vision_heavy,20.436983666047244,0.44348800275474787,0.9379200004041195,22.594815999269485,126.72916666666667,1.131375227686703,161.570143699646,0.09809966223415058,458.47278,0.9520340012143291,1568,medium,-829.4488737150327
5.676544010639191,15.911679983139038,TritonExperts,23.549183875322342,120.89583333333333,1.1580208333333333,DeepEPHTPrepareAndFinalize,75.78755176067352,0.2534700727781723,4043.086945,0,mixed,299,small_mixed,-4.315759245896202,1.74694399908185,1.021472005173564,19.897567838430405,120.60416666666667,1.1587235228539576,72.65206360816956,0.24298349032832628,219.114778,0.6555183946488294,196,small,-1745.1913567418076
5.899999976158142,16.36851194500923,TritonExperts,23.377983897924423,120.89583333333333,1.1580208333333333,DeepEPHTPrepareAndFinalize,76.26079976558685,0.2550528420253741,4019.563135,1,mixed,299,small_mixed,-15.496939980466792,1.5881599895656109,0.9551040008664131,18.590495973825455,120.60416666666667,1.1587235228539576,66.02841579914093,0.22083082207070545,169.035553,0.6555183946488294,196,small,-2277.9394711123286
5.840384028851986,16.685471951961517,TritonExperts,23.34163200855255,92.3125,1.303577196382429,DeepEPHTPrepareAndFinalize,73.7191036939621,0.28684476145510546,3998.474536,0,text_heavy,257,small_text_heavy,-7.490530792278219,1.882272008806467,1.0737919937819242,19.587391883134842,90.5,1.303137159533074,68.58195149898529,0.2668558424085031,135.237232,0.0,0,small,-2856.637367437393
