run,sequence,batch_id,condition,submitted_concurrency,scheduler_mode,scheduled_tokens,scheduled_requests,new_requests,cached_requests,measured
ep4_serving_straggler_regime_20260901_4096,200,long_multi_image_c4_i1,long_multi_image,4,prefill,4096,1,1,0,True
ep4_serving_straggler_regime_20260901_4096,201,long_multi_image_c4_i1,long_multi_image,4,prefill,4096,2,1,1,True
ep4_serving_straggler_regime_20260901_4096,202,long_multi_image_c4_i1,long_multi_image,4,prefill,4096,2,1,1,True
ep4_serving_straggler_regime_20260901_4096,203,long_multi_image_c4_i1,long_multi_image,4,prefill,1383,1,0,1,True
ep4_serving_straggler_regime_20260901_4096,206,long_multi_image_c4_i2,long_multi_image,4,prefill,3203,1,1,0,True
ep4_serving_straggler_regime_20260901_4096,208,long_multi_image_c4_i2,long_multi_image,4,prefill,4096,1,1,0,True
ep4_serving_straggler_regime_20260901_4096,209,long_multi_image_c4_i2,long_multi_image,4,prefill,4096,2,1,1,True
ep4_serving_straggler_regime_20260901_4096,210,long_multi_image_c4_i2,long_multi_image,4,prefill,4096,2,1,1,True
ep4_serving_straggler_regime_20260901_4096,211,long_multi_image_c4_i2,long_multi_image,4,prefill,1383,1,0,1,True
ep4_serving_straggler_regime_20260901_4096,214,flush,long_multi_image,4,prefill,128,1,1,0,False
ep4_serving_straggler_regime_20260901_2048,0,text_only_c1_i0,text_only,1,prefill,128,1,1,0,False
ep4_serving_straggler_regime_20260901_2048,3,text_only_c1_i1,text_only,1,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,6,text_only_c1_i2,text_only,1,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,9,vision_single_c1_i0,vision_single,1,prefill,128,1,1,0,False
ep4_serving_straggler_regime_20260901_2048,12,vision_single_c1_i1,vision_single,1,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,15,vision_single_c1_i2,vision_single,1,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,18,vision_heavy_c1_i0,vision_heavy,1,prefill,128,1,1,0,False
ep4_serving_straggler_regime_20260901_2048,21,vision_heavy_c1_i1,vision_heavy,1,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,24,vision_heavy_c1_i2,vision_heavy,1,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,27,text_control_c1_i0,text_control,1,prefill,128,1,1,0,False
ep4_serving_straggler_regime_20260901_2048,30,text_control_c1_i1,text_control,1,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,33,text_control_c1_i2,text_control,1,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,36,vision_heavy_c2_i0,vision_heavy,2,prefill,128,1,1,0,False
ep4_serving_straggler_regime_20260901_2048,38,vision_heavy_c2_i0,vision_heavy,2,prefill,248,1,1,0,False
ep4_serving_straggler_regime_20260901_2048,41,vision_heavy_c2_i1,vision_heavy,2,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,43,vision_heavy_c2_i1,vision_heavy,2,prefill,248,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,46,vision_heavy_c2_i2,vision_heavy,2,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,48,vision_heavy_c2_i2,vision_heavy,2,prefill,248,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,51,text_control_c2_i0,text_control,2,prefill,128,1,1,0,False
ep4_serving_straggler_regime_20260901_2048,53,text_control_c2_i0,text_control,2,prefill,248,1,1,0,False
ep4_serving_straggler_regime_20260901_2048,56,text_control_c2_i1,text_control,2,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,58,text_control_c2_i1,text_control,2,prefill,248,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,61,text_control_c2_i2,text_control,2,prefill,128,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,63,text_control_c2_i2,text_control,2,prefill,248,1,1,0,True
ep4_serving_straggler_regime_20260901_2048,66,vision_heavy_c4_i0,vision_heavy,4,prefill,128,1,1,0,False
