cosine,jsd,layer,modality,request_a,request_b
0.47647144041457684,0.3709726566674282,0,vision,coins,clock_motion
0.4217346422429814,0.46714976533001995,0,vision,coins,cat
0.35059099639842034,0.44850657961373064,0,vision,coins,phantom
0.2327140093092733,0.5860181119206438,0,vision,coins,color_wheel
0.4343172909133005,0.40531579747155155,0,vision,coins,coffee
0.46158926321828203,0.37775508845867084,0,vision,coins,moon
0.3440315245378898,0.48293096013146664,0,vision,coins,camera
0.5103322002651947,0.40102751024854866,0,vision,coins,histology
0.41205801190820346,0.42856942935729814,0,vision,coins,grass
0.3775368270969345,0.47905998610969874,0,vision,coins,brick
0.4745063141626577,0.37771198393136096,0,vision,coins,logo
0.4403438356553194,0.42174768742295743,0,vision,coins,cell
0.5463922634992319,0.3388139538027688,0,vision,coins,motorcycle
0.49340046005299065,0.37447433535649993,0,vision,coins,coffee_rocket
0.49409168800456427,0.3738861341422268,0,vision,coins,bit_allocate
0.500785187005898,0.37533357855907346,0,vision,coins,model_card
0.4652161944543452,0.3795843350836037,0,vision,coins,deep_field
0.41646546430258413,0.4046676729305838,0,vision,coins,tui_main
0.4049697346225771,0.41323129441105927,0,vision,coins,tui_log
0.4110818411555586,0.4276129905486146,0,vision,coins,tui_model_selection
0.44675712172542587,0.39919261819034974,0,vision,coins,fast_gptq
0.35825985097457413,0.4803132444375786,0,vision,coins,retina
0.4474582166816709,0.38758334339505973,0,vision,coins,method
0.5057364653833487,0.35093853182882934,0,vision,clock_motion,cat
0.46476875079904045,0.39145608086747274,0,vision,clock_motion,phantom
0.4063545727111816,0.424540440091136,0,vision,clock_motion,color_wheel
0.4687191375242289,0.3445663153746982,0,vision,clock_motion,coffee
0.645577518896862,0.26721029084675,0,vision,clock_motion,moon
0.4813754841020849,0.34360415411018846,0,vision,clock_motion,camera
0.419889346974716,0.4123455372821485,0,vision,clock_motion,histology
0.6328268630009812,0.31088966168780385,0,vision,clock_motion,grass
0.5639165965819017,0.32538000350332685,0,vision,clock_motion,brick
0.5114215481517456,0.34694681007574957,0,vision,clock_motion,logo
0.6590157476665268,0.23353966019933434,0,vision,clock_motion,cell
0.46899401910077654,0.32852496155726135,0,vision,clock_motion,motorcycle
0.4635649544255846,0.3326889627204655,0,vision,clock_motion,coffee_rocket
0.5486215210380542,0.31841166228540635,0,vision,clock_motion,bit_allocate
0.44633855062410444,0.3747922291262128,0,vision,clock_motion,model_card
0.48539313409400864,0.36147139849864546,0,vision,clock_motion,deep_field
0.43947502258584203,0.3613874942805989,0,vision,clock_motion,tui_main
0.443755139708081,0.37160662154962093,0,vision,clock_motion,tui_log
0.40663540695196027,0.3884411844881267,0,vision,clock_motion,tui_model_selection
0.44992614977560236,0.36879451977865085,0,vision,clock_motion,fast_gptq
0.36465238946323325,0.42193675129618646,0,vision,clock_motion,retina
0.43039669879090353,0.3726985126131234,0,vision,clock_motion,method
0.4040086865235534,0.41661330848643174,0,vision,cat,phantom
0.2957863033255806,0.5356072828551133,0,vision,cat,color_wheel
0.49499390314732217,0.34343268536238897,0,vision,cat,coffee
0.49230912157126094,0.3459817213296795,0,vision,cat,moon
0.49446654528551515,0.33132327215831814,0,vision,cat,camera
0.45463084652497887,0.3858725516795186,0,vision,cat,histology
0.5551077846240737,0.34067240165074425,0,vision,cat,grass
0.4773995971745596,0.38126695721640186,0,vision,cat,brick
0.5842021352506859,0.3329353526573866,0,vision,cat,logo
0.5787831766557587,0.32187637360717886,0,vision,cat,cell
0.6788041805067506,0.25682415089519406,0,vision,cat,motorcycle
0.6287828493597709,0.24768872477782222,0,vision,cat,coffee_rocket
0.5205988770266785,0.3327986382694975,0,vision,cat,bit_allocate
0.4680586008302262,0.35399622247335727,0,vision,cat,model_card
0.46191758371349184,0.37025115255965135,0,vision,cat,deep_field
0.5604095059040677,0.31852086709287963,0,vision,cat,tui_main
0.5171673525293584,0.32549853733926626,0,vision,cat,tui_log
0.5245978539902385,0.3298419137263118,0,vision,cat,tui_model_selection
0.4354356617816782,0.39061965930299547,0,vision,cat,fast_gptq
0.37181780285507005,0.4188997146186992,0,vision,cat,retina
0.43651995362317386,0.393202842404229,0,vision,cat,method
0.4082732184692893,0.41991023556299817,0,vision,phantom,color_wheel
0.49406097958356304,0.3587376577116912,0,vision,phantom,coffee
0.531052582737643,0.3251774086050231,0,vision,phantom,moon
0.5162980899605399,0.3309154814453963,0,vision,phantom,camera
0.452688476520202,0.3940227633173215,0,vision,phantom,histology
0.4280378991549684,0.4032153373730939,0,vision,phantom,grass
0.40878099387506367,0.42154635752439007,0,vision,phantom,brick
0.5923084631458075,0.26373281277657556,0,vision,phantom,logo
0.48654277920188566,0.3612703928323201,0,vision,phantom,cell
0.545129324171521,0.31701368631821103,0,vision,phantom,motorcycle
0.5086691239538583,0.32694543272823834,0,vision,phantom,coffee_rocket
0.6721570809058061,0.24977035983121706,0,vision,phantom,bit_allocate
0.5019742991078989,0.3510729407727403,0,vision,phantom,model_card
0.46337650029045957,0.36980287403484324,0,vision,phantom,deep_field
0.5861224073284622,0.2780078713063599,0,vision,phantom,tui_main
0.4872764171935376,0.3342377368417212,0,vision,phantom,tui_log
0.592501471171883,0.28019238972606875,0,vision,phantom,tui_model_selection
0.5325439864482887,0.3160071935620025,0,vision,phantom,fast_gptq
0.3782737761592359,0.43204127671920994,0,vision,phantom,retina
0.5132506126121814,0.33222297924676236,0,vision,phantom,method
0.37917763959122064,0.4484938944751799,0,vision,color_wheel,coffee
0.38780509515092354,0.42660772227117183,0,vision,color_wheel,moon
0.5346334948320076,0.39521264177968474,0,vision,color_wheel,camera
0.3088195873862012,0.5090783612588958,0,vision,color_wheel,histology
0.38053464064094833,0.43428162457796604,0,vision,color_wheel,grass
0.36805022944180726,0.4683760272867422,0,vision,color_wheel,brick
0.4821769422594802,0.359971669553732,0,vision,color_wheel,logo
0.35908416783469366,0.4591614530213715,0,vision,color_wheel,cell
0.43352156815097015,0.38383229156095755,0,vision,color_wheel,motorcycle
0.4146120918431515,0.4277514461014754,0,vision,color_wheel,coffee_rocket
0.46180219963402513,0.38458962062568564,0,vision,color_wheel,bit_allocate
0.3139461658810793,0.47672961174059636,0,vision,color_wheel,model_card
0.40132918550171726,0.4185137645928074,0,vision,color_wheel,deep_field
0.3934201603267455,0.41258434075652295,0,vision,color_wheel,tui_main
0.45399804813174216,0.3797562180686193,0,vision,color_wheel,tui_log
0.3539129413297841,0.43816940578376706,0,vision,color_wheel,tui_model_selection
0.33321988072173453,0.4952791297136473,0,vision,color_wheel,fast_gptq
0.36483239684992214,0.45456314070781856,0,vision,color_wheel,retina
0.3241217186122803,0.4662919696066538,0,vision,color_wheel,method
0.4456754447173112,0.3845096214624065,0,vision,coffee,moon
0.5480133029667142,0.3004164400453436,0,vision,coffee,camera
0.4863955720949322,0.39628852457193314,0,vision,coffee,histology
0.48005080934236477,0.3674469877006338,0,vision,coffee,grass
0.5360328582323214,0.36213786043681767,0,vision,coffee,brick
0.7057900462045974,0.20901847257683198,0,vision,coffee,logo
0.4753707750236312,0.366785248026135,0,vision,coffee,cell
0.6050116193618204,0.23203921281928963,0,vision,coffee,motorcycle
0.7534098298747252,0.14875129068407467,0,vision,coffee,coffee_rocket
0.5634376863871946,0.2832041921014295,0,vision,coffee,bit_allocate
0.6622448236652463,0.2081274477640785,0,vision,coffee,model_card
0.49814893826128404,0.36624719782056314,0,vision,coffee,deep_field
0.5198053439602399,0.28163323646288074,0,vision,coffee,tui_main
0.48407429800284413,0.30353601446694123,0,vision,coffee,tui_log
0.528808727760937,0.29105352962274145,0,vision,coffee,tui_model_selection
0.49892292437749663,0.29993065998408236,0,vision,coffee,fast_gptq
0.5189842486373805,0.3307597017806834,0,vision,coffee,retina
0.5588978445760204,0.2647526623463423,0,vision,coffee,method
0.4346623909599816,0.3534752153133961,0,vision,moon,camera
0.6280691219889526,0.31467231189519274,0,vision,moon,histology
0.541360241707993,0.2976591510360205,0,vision,moon,grass
0.3995971311947756,0.4127086383421198,0,vision,moon,brick
0.4573526111714553,0.36753180644641836,0,vision,moon,logo
0.7171736031906353,0.20144853041487604,0,vision,moon,cell
0.5190163846384357,0.31378282720287787,0,vision,moon,motorcycle
0.45586523744512875,0.34115134473845876,0,vision,moon,coffee_rocket
0.6464176029260231,0.2492807514455383,0,vision,moon,bit_allocate
0.5765424008165837,0.29147191326729593,0,vision,moon,model_card
0.725195537357231,0.19692267575307093,0,vision,moon,deep_field
0.503623510232321,0.31237628411045726,0,vision,moon,tui_main
0.49726443020156014,0.33063171586443596,0,vision,moon,tui_log
0.5072817237596049,0.32873784576393944,0,vision,moon,tui_model_selection
0.4658317214524325,0.3643282440493335,0,vision,moon,fast_gptq
0.5270420663153206,0.32092622765362444,0,vision,moon,retina
0.44861948881141683,0.36228276663104153,0,vision,moon,method
0.4007208774020399,0.42538603220076693,0,vision,camera,histology
0.5963269367561141,0.2839903522851235,0,vision,camera,grass
0.537461686903175,0.3264010545053281,0,vision,camera,brick
0.5657464950347217,0.30243380499011346,0,vision,camera,logo
0.40917713233991765,0.38814758091980983,0,vision,camera,cell
0.5859046849010467,0.25945059293028994,0,vision,camera,motorcycle
0.6395763738105728,0.230740614298852,0,vision,camera,coffee_rocket
0.5106918408465699,0.30785532632903734,0,vision,camera,bit_allocate
0.5098335680432149,0.3052676405139895,0,vision,camera,model_card
0.444184693808513,0.3654929318130129,0,vision,camera,deep_field
0.566887478685912,0.25091731008512896,0,vision,camera,tui_main
0.5957253187294888,0.2509302366350385,0,vision,camera,tui_log
0.5582087307017993,0.25000392625425416,0,vision,camera,tui_model_selection
0.5790552014272708,0.2704119635832569,0,vision,camera,fast_gptq
0.4510497537019326,0.3532960118492527,0,vision,camera,retina
0.5022364822311924,0.3115230152533305,0,vision,camera,method
0.44440800686347315,0.3883802969421054,0,vision,histology,grass
0.5268266097147619,0.34164110525343194,0,vision,histology,brick
0.5549929360298573,0.3420451548426888,0,vision,histology,logo
0.4863724978966987,0.37596684467906005,0,vision,histology,cell
0.46861543905394004,0.3677689259392499,0,vision,histology,motorcycle
0.49720784213918395,0.328489113931657,0,vision,histology,coffee_rocket
0.5723112657745701,0.3197040199424773,0,vision,histology,bit_allocate
0.5205316437869374,0.3325555682163227,0,vision,histology,model_card
0.544869022525411,0.3510115503313078,0,vision,histology,deep_field
0.4872986596355209,0.3294754995766853,0,vision,histology,tui_main
0.42579703525191526,0.35600110993629863,0,vision,histology,tui_log
0.47219519116900915,0.3446750268038282,0,vision,histology,tui_model_selection
0.516588526220026,0.3268306440899703,0,vision,histology,fast_gptq
0.6007298709551985,0.3802995657018824,0,vision,histology,retina
0.5001206218155686,0.34327160021337255,0,vision,histology,method
0.6656545957289778,0.251708162055182,0,vision,grass,brick
0.49195760805826777,0.36737993679590375,0,vision,grass,logo
0.569400756177079,0.2987938584585824,0,vision,grass,cell
0.6149560850842741,0.26212160461110195,0,vision,grass,motorcycle
0.5272009152376159,0.3168781188643947,0,vision,grass,coffee_rocket
0.556953071935274,0.29820727883030335,0,vision,grass,bit_allocate
0.5136695747168314,0.3306216189243558,0,vision,grass,model_card
0.5059730079803099,0.3099765027327569,0,vision,grass,deep_field
0.5520143645264758,0.2732603228024052,0,vision,grass,tui_main
0.494709609443805,0.3290971635238541,0,vision,grass,tui_log
0.4918237040439528,0.31177516258465254,0,vision,grass,tui_model_selection
0.40862107293704136,0.3851718599048734,0,vision,grass,fast_gptq
0.42354369561004235,0.3608816322089777,0,vision,grass,retina
0.42172353782415295,0.37945866978775555,0,vision,grass,method
0.5328031326656217,0.3585649315292311,0,vision,brick,logo
0.41812931752012367,0.4037543703924116,0,vision,brick,cell
0.5072306959817496,0.33583866734004963,0,vision,brick,motorcycle
0.5689410104816573,0.2958835583632511,0,vision,brick,coffee_rocket
0.4858517785838743,0.3465846975216358,0,vision,brick,bit_allocate
0.48077647020293446,0.35528894281236456,0,vision,brick,model_card
0.4092730767447404,0.39765824238293734,0,vision,brick,deep_field
0.545115130687387,0.2976449209799416,0,vision,brick,tui_main
0.4846075018935529,0.33666902675777566,0,vision,brick,tui_log
0.49518747114630385,0.3354374724609276,0,vision,brick,tui_model_selection
0.416277879944207,0.3874926514474269,0,vision,brick,fast_gptq
0.41540573614226817,0.40098210471713636,0,vision,brick,retina
0.41948492210143484,0.3880594840461226,0,vision,brick,method
0.5206915361409856,0.3430752764269823,0,vision,logo,cell
0.5830753879343634,0.2767773543166394,0,vision,logo,motorcycle
0.6745634604023667,0.20204291725662166,0,vision,logo,coffee_rocket
0.582856008642085,0.27444690287371515,0,vision,logo,bit_allocate
0.5931969591216284,0.2656022047514659,0,vision,logo,model_card
0.4447833970205293,0.37799147174182113,0,vision,logo,deep_field
0.5977716031482393,0.24834122741204706,0,vision,logo,tui_main
0.5657171752735222,0.26000985468302074,0,vision,logo,tui_log
0.5959763590428033,0.25918436988614657,0,vision,logo,tui_model_selection
0.6079283034008645,0.2641802385920654,0,vision,logo,fast_gptq
0.4214074171708857,0.40972579015462995,0,vision,logo,retina
0.6022242528847424,0.25784327671949164,0,vision,logo,method
0.5101085635063748,0.3390899704181289,0,vision,cell,motorcycle
0.46324461596574257,0.35012818947983504,0,vision,cell,coffee_rocket
