request_id,slot,duration_ms
bit_allocate,0,1.7616000175476074
bit_allocate,1,1.7864960432052612
bit_allocate,2,1.542240023612976
bit_allocate,3,2.104288101196289
bit_allocate,4,5.772607803344727
bit_allocate,5,1.3784960508346558
bit_allocate,6,1.5388799905776978
bit_allocate,7,2.1161599159240723
bit_allocate,8,1.757599949836731
bit_allocate,9,1.5620160102844238
bit_allocate,10,1.2124799489974976
bit_allocate,11,1.3975679874420166
bit_allocate,12,1.5719679594039917
bit_allocate,13,1.0478719472885132
bit_allocate,14,1.0201280117034912
bit_allocate,15,1.0553920269012451
bit_allocate,16,1.3193600177764893
bit_allocate,17,1.3855359554290771
bit_allocate,18,1.1311039924621582
bit_allocate,19,1.1568959951400757
bit_allocate,20,1.1224639415740967
bit_allocate,21,1.0642880201339722
bit_allocate,22,1.0067520141601562
bit_allocate,23,1.026304006576538
bit_allocate,24,1.000223994255066
bit_allocate,25,1.0241600275039673
bit_allocate,26,1.0181440114974976
bit_allocate,27,1.0024000406265259
bit_allocate,28,1.0338560342788696
bit_allocate,29,0.9901440143585205
bit_allocate,30,0.9990720152854919
bit_allocate,31,0.9899839758872986
bit_allocate,32,0.9932799935340881
bit_allocate,33,1.0039039850234985
bit_allocate,34,0.9767040014266968
bit_allocate,35,1.0034559965133667
bit_allocate,36,1.0075839757919312
bit_allocate,37,1.0205440521240234
bit_allocate,38,0.986303985118866
bit_allocate,39,1.0108799934387207
bit_allocate,40,1.022976040840149
bit_allocate,41,1.0003520250320435
bit_allocate,42,1.0032320022583008
bit_allocate,43,0.9881920218467712
bit_allocate,44,1.0408320426940918
bit_allocate,45,0.9997760057449341
bit_allocate,46,1.7988159656524658
bit_allocate,47,0.9993919730186462
bit_allocate,48,0.874176025390625
brick,0,0.8736000061035156
brick,1,0.8955519795417786
brick,2,0.9186879992485046
brick,3,0.8818879723548889
brick,4,0.9503039717674255
brick,5,0.882752001285553
brick,6,0.9090240001678467
brick,7,0.9052799940109253
brick,8,0.8983359932899475
brick,9,0.9255359768867493
brick,10,0.882752001285553
brick,11,0.8825280070304871
brick,12,0.9333119988441467
brick,13,0.9299839735031128
brick,14,0.9105920195579529
brick,15,0.9160640239715576
brick,16,0.8893759846687317
brick,17,0.9687680006027222
brick,18,0.9510719776153564
brick,19,0.8929600119590759
brick,20,0.9679999947547913
brick,21,0.8856639862060547
brick,22,0.8903040289878845
brick,23,0.8989120125770569
brick,24,0.8893759846687317
brick,25,0.8929920196533203
brick,26,0.9195200204849243
brick,27,0.9132800102233887
brick,28,0.8790720105171204
brick,29,0.8912320137023926
brick,30,0.8828799724578857
brick,31,0.9741119742393494
brick,32,0.8892160058021545
brick,33,0.8844479918479919
brick,34,1.0160959959030151
brick,35,1.7073919773101807
brick,36,0.9943680167198181
brick,37,0.8769599795341492
brick,38,0.9405760169029236
brick,39,0.8908799886703491
brick,40,0.9096639752388
brick,41,1.7136640548706055
brick,42,1.1239360570907593
brick,43,0.9095360040664673
brick,44,0.8779199719429016
brick,45,0.9087679982185364
brick,46,0.8997120261192322
brick,47,0.8846399784088135
brick,48,0.883903980255127
camera,0,1.5388799905776978
camera,1,0.9315840005874634
camera,2,0.8771520256996155
camera,3,0.9145920276641846
camera,4,0.8965759873390198
camera,5,0.8828160166740417
camera,6,0.877951979637146
camera,7,0.9042239785194397
camera,8,0.8833919763565063
camera,9,0.895359992980957
camera,10,0.8860480189323425
camera,11,0.8895360231399536
camera,12,0.9171519875526428
camera,13,0.8907840251922607
camera,14,0.8966079950332642
camera,15,0.8857920169830322
camera,16,1.7504639625549316
camera,17,0.9630720019340515
camera,18,0.8779199719429016
camera,19,1.705183982849121
camera,20,1.7240959405899048
camera,21,1.7216639518737793
camera,22,1.7131199836730957
camera,23,0.9259200096130371
camera,24,0.8827199935913086
camera,25,0.9007999897003174
camera,26,0.9096320271492004
camera,27,0.8891199827194214
camera,28,0.9296640157699585
camera,29,0.9276480078697205
camera,30,0.8794879913330078
camera,31,0.9171199798583984
camera,32,0.9175040125846863
camera,33,0.8792319893836975
camera,34,0.9230080246925354
camera,35,0.8925439715385437
camera,36,0.883296012878418
camera,37,0.9100800156593323
camera,38,0.9051520228385925
camera,39,1.017151951789856
camera,40,0.9059839844703674
camera,41,0.8928639888763428
camera,42,0.8916159868240356
camera,43,0.8974080085754395
camera,44,0.8841279745101929
camera,45,0.9232640266418457
camera,46,1.724287986755371
camera,47,1.7213120460510254
camera,48,1.696287989616394
cat,0,1.487488031387329
cat,1,1.7689919471740723
cat,2,1.7398719787597656
