case_id,request_id,category,modality,layer,M,rank,token_count_x,wall_ms,wall_p25_ms,wall_p95_ms,layout_ms,dispatch_ms,expert_ms,combine_ms,warmups,iterations,output_shape,route_identity,token_partition_identity,token_count_y,total_assignments,tokens,assignments,active_experts,effective_experts,expert_entropy,expert_hhi,top4_assignment_fraction,top8_assignment_fraction,mean_active_expert_m,p50_active_expert_m,p95_active_expert_m,max_expert_m,tiny_expert_le1_fraction,tiny_expert_le2_fraction,tiny_expert_le4_fraction,rank_max_mean,rank_cv,rank_max,rank_min,unique_ranks_per_token,p_u4,p_u_ge3
model_card_vision_l24_m32,model_card,chart_document,vision,24,32,0,32,0.8327199816703796,0.8089840114116669,0.873540785908699,0.02470399998128414,0.15041600447148085,0.3982880115509033,0.06875202059745789,3,30,"[32, 2048]",True,True,32,256,32,256,63,46.5431716591236,3.840380304652308,0.0277099609375,0.21484375,0.359375,4.063492063492063,3.0,10.0,18,0.2063492063492063,0.4603174603174603,0.7142857142857143,1.6875,0.4188257860525066,108,40,3.40625,0.46875,0.9375
model_card_vision_l24_m64,model_card,chart_document,vision,24,64,0,64,0.8347200155258179,0.8238640129566193,0.9878111928701396,0.024831999093294144,0.15652800630778074,0.4124000072479248,0.06880000233650208,3,30,"[64, 2048]",True,True,64,512,64,512,84,61.63329695117144,4.12120225942471,0.019927978515625,0.16015625,0.26953125,6.095238095238095,5.0,15.699999999999989,25,0.2023809523809523,0.2976190476190476,0.4523809523809524,1.3203125,0.2080238586827242,169,99,3.390625,0.4375,0.953125
model_card_vision_l24_m128,model_card,chart_document,vision,24,128,0,128,0.8519840240478516,0.8444880098104477,1.004241609573364,0.025696000084280968,0.1681120004504919,0.43377600610256195,0.07615998387336731,3,30,"[128, 2048]",True,True,128,1024,128,1024,115,79.35243594780293,4.3738991452763045,0.0156726837158203,0.123046875,0.2216796875,8.904347826086957,7.0,25.3,36,0.1304347826086956,0.2608695652173913,0.391304347826087,1.21875,0.1777451061320852,312,188,3.4375,0.484375,0.953125
model_card_vision_l24_m256,model_card,chart_document,vision,24,256,0,256,1.241807997226715,1.2340319752693176,1.2812719821929932,0.029600000008940697,0.21628799755126238,0.6202559471130371,0.09988796710968018,3,30,"[256, 2048]",True,True,256,2048,256,2048,123,89.85309825345652,4.498176095144315,0.0136528015136718,0.11376953125,0.2001953125,16.650406504065042,12.0,42.89999999999999,63,0.024390243902439,0.048780487804878,0.1869918699186991,1.224609375,0.1553379140896096,627,408,3.54296875,0.57421875,0.96875
model_card_vision_l24_m512,model_card,chart_document,vision,24,512,0,512,1.2543359994888306,1.2429600059986115,1.2928320050239563,0.04259200021624565,0.2426080023869872,0.6554560363292694,0.11647999286651611,3,30,"[512, 2048]",True,True,512,4096,512,4096,126,95.09388810418076,4.554864699391223,0.0129280090332031,0.118408203125,0.20068359375,32.507936507936506,26.5,83.25,133,0.0158730158730158,0.0238095238095238,0.0317460317460317,1.14453125,0.097159380509281,1172,923,3.595703125,0.626953125,0.96875
model_card_text_l24_m32,model_card,chart_document,text,24,32,0,32,1.2333759665489197,1.221832036972046,1.270145571231842,0.04540799930691719,0.20603199675679207,0.616367980837822,0.09144002199172974,3,30,"[32, 2048]",True,True,32,256,32,256,67,37.969895186422704,3.636793613808579,0.038787841796875,0.28125,0.48046875,3.82089552238806,2.0,14.399999999999991,21,0.4626865671641791,0.6417910447761194,0.8059701492537313,1.484375,0.3685976910026702,95,34,3.625,0.6875,0.9375
model_card_text_l24_m64,model_card,chart_document,text,24,64,0,64,1.240127980709076,1.2277279794216156,1.2749647617340087,0.047968000173568726,0.2069600010290742,0.6170559972524643,0.08963197469711304,3,30,"[64, 2048]",True,True,64,512,64,512,78,40.92994696884495,3.711861994848572,0.0363922119140625,0.27734375,0.462890625,6.564102564102564,3.0,31.299999999999983,39,0.3076923076923077,0.4358974358974359,0.6538461538461539,1.546875,0.3904687187374937,198,74,3.625,0.65625,0.96875
model_card_text_l24_m128,model_card,chart_document,text,24,128,0,128,1.230720043182373,1.2218960225582123,1.2617679834365845,0.04601600021123886,0.20699199754744768,0.6110560297966003,0.09350401163101196,3,30,"[128, 2048]",True,True,128,1024,128,1024,93,50.74427651965685,3.926798833624191,0.0287361145019531,0.228515625,0.3984375,11.010752688172044,6.0,52.0,72,0.2150537634408602,0.3118279569892473,0.3978494623655914,1.47265625,0.3583651742908778,377,152,3.6171875,0.640625,0.9765625
model_card_text_l24_m256,model_card,chart_document,text,24,256,0,256,1.238688051700592,1.2182480096817017,1.2781375885009765,0.05027199909090996,0.21716799959540367,0.6125759780406952,0.10151994228363037,3,30,"[256, 2048]",True,True,256,2048,256,2048,102,57.77179141882952,4.056500618812641,0.0241332054138183,0.20751953125,0.34765625,20.07843137254902,12.0,82.19999999999982,128,0.1470588235294117,0.2156862745098039,0.2941176470588235,1.359375,0.2831559766787667,696,336,3.58203125,0.609375,0.97265625
model_card_text_l24_m512,model_card,chart_document,text,24,512,0,512,1.3177759647369385,1.2998560070991516,1.3665360271930693,0.0424639992415905,0.21423999778926373,0.5261439830064774,0.453328013420105,3,30,"[512, 2048]",True,True,512,4096,512,4096,108,61.55040411465081,4.1198564182409285,0.0210775136947631,0.17333984375,0.291259765625,37.92592592592592,22.5,124.19999999999992,208,0.1203703703703703,0.1666666666666666,0.2592592592592592,1.2822265625,0.1884955362049442,1313,843,3.61328125,0.6328125,0.98046875
