task,wave,layer,phase,rank,physical_m,fresh_m,worklist_scope,assignments,active_experts,median_m_e,p90_m_e,max_m_e,tiny_le4_active_fraction,large_ge16_active_fraction,m_e_cv,inactive_fraction
gsm8k,16,26,middle,3,864,864,measured_dense_runtime,1723,42,20.0,88.29999999999998,428,0.2619047619047619,0.6190476190476191,1.6803889572644095,0.34375
gsm8k,16,27,middle,0,864,864,measured_dense_runtime,1849,54,17.0,79.7,260,0.24074074074074073,0.5370370370370371,1.3774346753506486,0.15625
gsm8k,16,27,middle,1,864,864,measured_dense_runtime,2276,48,17.0,115.9,242,0.14583333333333334,0.5208333333333334,1.2292954031240297,0.25
gsm8k,16,27,middle,2,864,864,measured_dense_runtime,1859,41,25.0,126.0,342,0.24390243902439024,0.6097560975609756,1.3870476974095107,0.359375
gsm8k,16,27,middle,3,864,864,measured_dense_runtime,928,40,13.5,50.70000000000001,183,0.35,0.425,1.3699575142912788,0.375
gsm8k,16,28,middle,0,864,864,measured_dense_runtime,968,27,26.0,67.20000000000003,202,0.2962962962962963,0.5925925925925926,1.2139040779416121,0.578125
gsm8k,16,28,middle,1,864,864,measured_dense_runtime,623,40,10.0,40.2,65,0.3,0.35,0.9888357002240414,0.375
gsm8k,16,28,middle,2,864,864,measured_dense_runtime,2206,53,22.0,106.8000000000001,257,0.16981132075471697,0.5849056603773585,1.3265187645948993,0.171875
gsm8k,16,28,middle,3,864,864,measured_dense_runtime,3115,49,29.0,162.60000000000008,503,0.08163265306122448,0.7142857142857143,1.618723298788478,0.234375
gsm8k,16,29,middle,0,864,864,measured_dense_runtime,870,39,11.0,56.60000000000001,76,0.3076923076923077,0.46153846153846156,0.9973329475773998,0.390625
gsm8k,16,29,middle,1,864,864,measured_dense_runtime,1715,47,23.0,79.59999999999998,231,0.1276595744680851,0.5957446808510638,1.1273545448010356,0.265625
gsm8k,16,29,middle,2,864,864,measured_dense_runtime,2233,47,32.0,111.79999999999997,289,0.19148936170212766,0.7021276595744681,1.1756957236307617,0.265625
gsm8k,16,29,middle,3,864,864,measured_dense_runtime,2094,52,19.0,101.9,194,0.28846153846153844,0.5384615384615384,1.2934017581617474,0.1875
gsm8k,16,30,middle,0,864,864,measured_dense_runtime,1375,48,12.5,63.0,209,0.3125,0.4791666666666667,1.4586558286471425,0.25
gsm8k,16,30,middle,1,864,864,measured_dense_runtime,1716,45,17.0,84.4,207,0.15555555555555556,0.5555555555555556,1.179591977801891,0.296875
gsm8k,16,30,middle,2,864,864,measured_dense_runtime,1608,55,14.0,69.2,321,0.23636363636363636,0.45454545454545453,1.6067196722654886,0.140625
gsm8k,16,30,middle,3,864,864,measured_dense_runtime,2213,46,15.0,116.5,524,0.17391304347826086,0.4782608695652174,1.931971671622004,0.28125
gsm8k,16,31,middle,0,864,864,measured_dense_runtime,1066,49,12.0,53.000000000000014,148,0.2653061224489796,0.42857142857142855,1.196907693596938,0.234375
gsm8k,16,31,middle,1,864,864,measured_dense_runtime,1243,47,13.0,62.599999999999994,136,0.2978723404255319,0.46808510638297873,1.2468683932392723,0.265625
gsm8k,16,31,middle,2,864,864,measured_dense_runtime,1652,50,15.5,75.10000000000008,210,0.2,0.5,1.333876746527308,0.21875
gsm8k,16,31,middle,3,864,864,measured_dense_runtime,2951,50,28.5,135.5,337,0.16,0.72,1.1076765273197458,0.21875
gsm8k,17,1,middle,0,864,864,measured_dense_runtime,1169,61,11.0,47.0,93,0.18032786885245902,0.39344262295081966,1.0744041941837024,0.046875
gsm8k,17,1,middle,1,864,864,measured_dense_runtime,2017,61,11.0,80.0,310,0.22950819672131148,0.4098360655737705,1.8046902153385953,0.046875
gsm8k,17,1,middle,2,864,864,measured_dense_runtime,2447,61,16.0,84.0,374,0.16393442622950818,0.5081967213114754,1.6866122485003758,0.046875
gsm8k,17,1,middle,3,864,864,measured_dense_runtime,1279,55,8.0,74.0,169,0.3090909090909091,0.3090909090909091,1.5992377945133394,0.140625
gsm8k,17,2,middle,0,864,864,measured_dense_runtime,2526,63,17.0,56.800000000000004,337,0.14285714285714285,0.5873015873015873,1.7902767407750393,0.015625
gsm8k,17,2,middle,1,864,864,measured_dense_runtime,891,58,9.5,37.300000000000004,64,0.27586206896551724,0.3275862068965517,0.9896374590575858,0.09375
gsm8k,17,2,middle,2,864,864,measured_dense_runtime,1829,60,20.0,48.100000000000016,259,0.1,0.5666666666666667,1.4784078464580326,0.0625
gsm8k,17,2,middle,3,864,864,measured_dense_runtime,1666,63,15.0,51.00000000000002,316,0.15873015873015872,0.49206349206349204,1.7358092593780425,0.015625
gsm8k,17,3,middle,0,864,864,measured_dense_runtime,1328,59,14.0,60.60000000000002,119,0.1694915254237288,0.4576271186440678,1.0657432483636569,0.078125
gsm8k,17,3,middle,1,864,864,measured_dense_runtime,1250,63,12.0,40.800000000000004,177,0.23809523809523808,0.38095238095238093,1.3555069310040433,0.015625
gsm8k,17,3,middle,2,864,864,measured_dense_runtime,2619,62,13.0,78.39999999999996,387,0.1935483870967742,0.43548387096774194,1.9399211911744072,0.03125
gsm8k,17,3,middle,3,864,864,measured_dense_runtime,1715,60,17.5,48.400000000000006,258,0.15,0.5333333333333333,1.6012892280601072,0.0625
gsm8k,17,4,middle,0,864,864,measured_dense_runtime,1331,55,10.0,42.6,285,0.32727272727272727,0.4,2.0469039177399564,0.140625
gsm8k,17,4,middle,1,864,864,measured_dense_runtime,2612,56,23.0,98.5,621,0.19642857142857142,0.6071428571428571,1.9499156789266627,0.125
gsm8k,17,4,middle,2,864,864,measured_dense_runtime,894,57,8.0,32.79999999999999,121,0.3508771929824561,0.2982456140350877,1.420476840890061,0.109375
gsm8k,17,4,middle,3,864,864,measured_dense_runtime,2075,56,14.5,105.5,435,0.26785714285714285,0.44642857142857145,1.81523834794071,0.125
gsm8k,17,5,middle,0,864,864,measured_dense_runtime,1640,54,13.5,76.10000000000004,235,0.14814814814814814,0.48148148148148145,1.3304397389095532,0.15625
gsm8k,17,5,middle,1,864,864,measured_dense_runtime,2213,63,16.0,127.20000000000027,179,0.23809523809523808,0.5079365079365079,1.4043687661854367,0.015625
gsm8k,17,5,middle,2,864,864,measured_dense_runtime,1668,59,15.0,46.40000000000006,308,0.13559322033898305,0.4915254237288136,1.5629741314349184,0.078125
gsm8k,17,5,middle,3,864,864,measured_dense_runtime,1391,55,12.0,51.800000000000004,261,0.23636363636363636,0.36363636363636365,1.6764794013502915,0.140625
gsm8k,17,6,middle,0,864,864,measured_dense_runtime,2331,53,21.0,131.20000000000002,416,0.09433962264150944,0.660377358490566,1.583859939464379,0.171875
gsm8k,17,6,middle,1,864,864,measured_dense_runtime,1463,55,15.0,53.2,129,0.21818181818181817,0.4909090909090909,1.1089466707125835,0.140625
gsm8k,17,6,middle,2,864,864,measured_dense_runtime,1591,61,17.0,58.0,151,0.09836065573770492,0.5409836065573771,1.098135545308881,0.046875
gsm8k,17,6,middle,3,864,864,measured_dense_runtime,1527,57,16.0,67.0,163,0.19298245614035087,0.5087719298245614,1.1326216282353818,0.109375
gsm8k,17,7,middle,0,864,864,measured_dense_runtime,3050,58,23.5,118.40000000000003,468,0.22413793103448276,0.6206896551724138,1.6661466679621921,0.09375
gsm8k,17,7,middle,1,864,864,measured_dense_runtime,1696,49,16.0,97.60000000000001,204,0.14285714285714285,0.5102040816326531,1.2736203917138698,0.234375
gsm8k,17,7,middle,2,864,864,measured_dense_runtime,1091,43,11.0,67.40000000000003,186,0.27906976744186046,0.4186046511627907,1.4249037919522298,0.328125
gsm8k,17,7,middle,3,864,864,measured_dense_runtime,1075,56,12.5,41.5,105,0.19642857142857142,0.375,1.1452606033774404,0.125
gsm8k,17,8,middle,0,864,864,measured_dense_runtime,1904,56,16.0,93.0,198,0.25,0.5535714285714286,1.247476444263216,0.125
gsm8k,17,8,middle,1,864,864,measured_dense_runtime,1112,54,13.0,51.400000000000006,99,0.25925925925925924,0.42592592592592593,1.1439683128714682,0.15625
gsm8k,17,8,middle,2,864,864,measured_dense_runtime,1985,60,22.0,62.80000000000001,242,0.15,0.5833333333333334,1.3188138479511249,0.0625
gsm8k,17,8,middle,3,864,864,measured_dense_runtime,1911,58,11.0,42.90000000000001,502,0.25862068965517243,0.3793103448275862,2.724908611319029,0.09375
gsm8k,17,9,middle,0,864,864,measured_dense_runtime,2497,51,23.0,169.0,305,0.13725490196078433,0.6274509803921569,1.365686564977969,0.203125
gsm8k,17,9,middle,1,864,864,measured_dense_runtime,1286,51,15.0,62.0,166,0.21568627450980393,0.49019607843137253,1.1686919049743671,0.203125
gsm8k,17,9,middle,2,864,864,measured_dense_runtime,1911,52,8.5,102.99999999999997,374,0.36538461538461536,0.34615384615384615,1.8586622575309355,0.1875
gsm8k,17,9,middle,3,864,864,measured_dense_runtime,1218,51,16.0,57.0,88,0.21568627450980393,0.5098039215686274,0.9569718351680266,0.203125
gsm8k,17,10,middle,0,864,864,measured_dense_runtime,2260,54,22.5,80.60000000000002,326,0.16666666666666666,0.6111111111111112,1.41892465230707,0.15625
gsm8k,17,10,middle,1,864,864,measured_dense_runtime,1910,55,17.0,107.00000000000009,206,0.18181818181818182,0.5636363636363636,1.427903331697604,0.140625
gsm8k,17,10,middle,2,864,864,measured_dense_runtime,1333,58,10.0,65.70000000000005,119,0.2413793103448276,0.3620689655172414,1.309782126878119,0.09375
gsm8k,17,10,middle,3,864,864,measured_dense_runtime,1409,52,13.5,56.699999999999996,172,0.21153846153846154,0.46153846153846156,1.3434674153514214,0.1875
gsm8k,17,11,middle,0,864,864,measured_dense_runtime,2215,53,23.0,105.20000000000005,491,0.22641509433962265,0.5660377358490566,1.7206869325400578,0.171875
gsm8k,17,11,middle,1,864,864,measured_dense_runtime,3127,47,10.0,195.99999999999994,845,0.2978723404255319,0.425531914893617,2.2720055039784057,0.265625
gsm8k,17,11,middle,2,864,864,measured_dense_runtime,785,46,8.5,46.5,152,0.391304347826087,0.30434782608695654,1.5096078896072036,0.28125
gsm8k,17,11,middle,3,864,864,measured_dense_runtime,785,40,6.0,30.400000000000006,199,0.375,0.325,1.9373006997829134,0.375
gsm8k,17,12,middle,0,864,864,measured_dense_runtime,2387,45,22.0,169.0,357,0.2,0.5555555555555556,1.4561729883940142,0.296875
gsm8k,17,12,middle,1,864,864,measured_dense_runtime,2521,51,24.0,140.0,348,0.21568627450980393,0.5686274509803921,1.5402606260893548,0.203125
gsm8k,17,12,middle,2,864,864,measured_dense_runtime,898,49,10.0,47.2,62,0.2857142857142857,0.3877551020408163,0.951346411535824,0.234375
gsm8k,17,12,middle,3,864,864,measured_dense_runtime,1106,44,12.0,60.200000000000074,274,0.29545454545454547,0.4090909090909091,1.7378841711987492,0.3125
gsm8k,17,13,middle,0,864,864,measured_dense_runtime,1343,47,18.0,73.79999999999998,117,0.14893617021276595,0.5319148936170213,0.9859071189970298,0.265625
gsm8k,17,13,middle,1,864,864,measured_dense_runtime,1960,51,14.0,105.0,297,0.29411764705882354,0.47058823529411764,1.5528538773866605,0.203125
gsm8k,17,13,middle,2,864,864,measured_dense_runtime,1001,50,9.0,58.1,140,0.3,0.34,1.332252765147097,0.21875
gsm8k,17,13,middle,3,864,864,measured_dense_runtime,2608,52,15.5,115.5,534,0.25,0.5,1.811973277491263,0.1875
gsm8k,17,14,middle,0,864,864,measured_dense_runtime,2464,52,21.0,91.69999999999999,481,0.23076923076923078,0.5384615384615384,1.6630576419987846,0.1875
gsm8k,17,14,middle,1,864,864,measured_dense_runtime,1659,54,13.5,70.0,193,0.24074074074074073,0.46296296296296297,1.447306589068943,0.15625
gsm8k,17,14,middle,2,864,864,measured_dense_runtime,1231,47,10.0,69.6,199,0.3617021276595745,0.425531914893617,1.517917243758814,0.265625
gsm8k,17,14,middle,3,864,864,measured_dense_runtime,1558,51,17.0,76.0,218,0.23529411764705882,0.5294117647058824,1.342916153878801,0.203125
gsm8k,17,15,middle,0,864,864,measured_dense_runtime,1221,47,9.0,77.4,144,0.3404255319148936,0.425531914893617,1.3503647156431138,0.265625
gsm8k,17,15,middle,1,864,864,measured_dense_runtime,1756,52,11.5,63.8,502,0.28846153846153844,0.4423076923076923,2.107429629850415,0.1875
gsm8k,17,15,middle,2,864,864,measured_dense_runtime,1111,29,15.0,87.19999999999997,283,0.3793103448275862,0.4827586206896552,1.5653028493235068,0.546875
gsm8k,17,15,middle,3,864,864,measured_dense_runtime,2824,55,18.0,94.40000000000003,684,0.21818181818181817,0.5272727272727272,2.1087672110839777,0.140625
gsm8k,17,16,middle,0,864,864,measured_dense_runtime,1500,48,16.5,81.00000000000004,172,0.3125,0.5,1.1822960712105914,0.25
gsm8k,17,16,middle,1,864,864,measured_dense_runtime,1133,49,9.0,47.60000000000001,170,0.2653061224489796,0.40816326530612246,1.458511268987099,0.234375
gsm8k,17,16,middle,2,864,864,measured_dense_runtime,2638,54,11.0,134.10000000000014,419,0.37037037037037035,0.4074074074074074,1.97015485722651,0.15625
gsm8k,17,16,middle,3,864,864,measured_dense_runtime,1641,42,13.5,91.79999999999994,347,0.2619047619047619,0.4523809523809524,1.7577228311416009,0.34375
gsm8k,17,17,middle,0,864,864,measured_dense_runtime,1049,46,13.0,47.5,187,0.32608695652173914,0.32608695652173914,1.6320441474622036,0.28125
gsm8k,17,17,middle,1,864,864,measured_dense_runtime,2352,46,21.0,148.0,378,0.1956521739130435,0.5434782608695652,1.4256555315912796,0.28125
gsm8k,17,17,middle,2,864,864,measured_dense_runtime,1213,45,7.0,67.60000000000002,194,0.4,0.37777777777777777,1.5147247742923353,0.296875
gsm8k,17,17,middle,3,864,864,measured_dense_runtime,2298,56,13.0,111.0,305,0.32142857142857145,0.4642857142857143,1.5693706401734082,0.125
gsm8k,17,18,middle,0,864,864,measured_dense_runtime,1312,51,13.0,71.0,107,0.2549019607843137,0.45098039215686275,1.0890426767986445,0.203125
gsm8k,17,18,middle,1,864,864,measured_dense_runtime,2489,49,18.0,141.60000000000002,433,0.1836734693877551,0.5306122448979592,1.6488526123112166,0.234375
gsm8k,17,18,middle,2,864,864,measured_dense_runtime,1002,44,15.5,46.400000000000006,128,0.29545454545454547,0.5,1.1935443474668554,0.3125
gsm8k,17,18,middle,3,864,864,measured_dense_runtime,2109,42,14.5,123.6,373,0.23809523809523808,0.47619047619047616,1.50539696659041,0.34375
gsm8k,17,19,middle,0,864,864,measured_dense_runtime,1613,45,12.0,60.000000000000014,483,0.3333333333333333,0.4444444444444444,2.160730553958374,0.296875
gsm8k,17,19,middle,1,864,864,measured_dense_runtime,2339,47,26.0,103.19999999999999,353,0.14893617021276595,0.5957446808510638,1.393509211721345,0.265625
gsm8k,17,19,middle,2,864,864,measured_dense_runtime,1912,49,29.0,93.00000000000001,167,0.22448979591836735,0.6326530612244898,1.018552409916639,0.234375
gsm8k,17,19,middle,3,864,864,measured_dense_runtime,1048,42,12.5,68.29999999999998,124,0.35714285714285715,0.4523809523809524,1.2305505700444603,0.34375
gsm8k,17,20,middle,0,864,864,measured_dense_runtime,1131,44,7.0,60.300000000000026,195,0.4318181818181818,0.38636363636363635,1.504299459894499,0.3125
gsm8k,17,20,middle,1,864,864,measured_dense_runtime,3102,48,27.0,137.3000000000001,625,0.10416666666666667,0.6875,1.82286904225355,0.25
gsm8k,17,20,middle,2,864,864,measured_dense_runtime,1316,48,17.0,68.30000000000001,151,0.3333333333333333,0.5416666666666666,1.155211149591462,0.25
gsm8k,17,20,middle,3,864,864,measured_dense_runtime,1363,40,15.5,76.90000000000003,228,0.25,0.5,1.444553453544007,0.375
gsm8k,17,21,middle,0,864,864,measured_dense_runtime,1636,49,18.0,87.00000000000004,151,0.22448979591836735,0.5918367346938775,1.1177529093705043,0.234375
gsm8k,17,21,middle,1,864,864,measured_dense_runtime,1286,43,17.0,91.20000000000002,114,0.18604651162790697,0.5348837209302325,1.0845339989851115,0.328125
gsm8k,17,21,middle,2,864,864,measured_dense_runtime,2198,41,26.0,134.0,290,0.1951219512195122,0.6341463414634146,1.2821864915205414,0.359375
gsm8k,17,21,middle,3,864,864,measured_dense_runtime,1792,45,10.0,119.40000000000008,398,0.24444444444444444,0.4222222222222222,1.7673235111254313,0.296875
gsm8k,17,22,middle,0,864,864,measured_dense_runtime,2257,51,28.0,104.0,352,0.21568627450980393,0.5882352941176471,1.3917028725809895,0.203125
gsm8k,17,22,middle,1,864,864,measured_dense_runtime,2188,45,16.0,114.60000000000002,405,0.2,0.5555555555555556,1.696343165840182,0.296875
gsm8k,17,22,middle,2,864,864,measured_dense_runtime,1484,45,11.0,61.00000000000001,286,0.2222222222222222,0.4222222222222222,1.6663555324071444,0.296875
gsm8k,17,22,middle,3,864,864,measured_dense_runtime,983,44,11.0,54.7,123,0.22727272727272727,0.36363636363636365,1.2074876945273245,0.3125
gsm8k,17,23,middle,0,864,864,measured_dense_runtime,1604,53,21.0,72.60000000000002,128,0.07547169811320754,0.5849056603773585,0.9990994135029568,0.171875
gsm8k,17,23,middle,1,864,864,measured_dense_runtime,1602,51,18.0,74.0,197,0.2549019607843137,0.5882352941176471,1.2987365055039575,0.203125
gsm8k,17,23,middle,2,864,864,measured_dense_runtime,1419,48,10.0,62.30000000000005,270,0.3541666666666667,0.4166666666666667,1.6341993287879442,0.25
gsm8k,17,23,middle,3,864,864,measured_dense_runtime,2287,49,15.0,93.2,741,0.2653061224489796,0.4897959183673469,2.3906085036091143,0.234375
gsm8k,17,24,middle,0,864,864,measured_dense_runtime,1142,45,15.0,59.00000000000001,157,0.2,0.4888888888888889,1.2461724580332898,0.296875
gsm8k,17,24,middle,1,864,864,measured_dense_runtime,2455,46,16.0,122.5,640,0.2391304347826087,0.5217391304347826,1.970322197324029,0.28125
gsm8k,17,24,middle,2,864,864,measured_dense_runtime,1436,40,18.0,96.30000000000001,264,0.1,0.55,1.3806830350755424,0.375
gsm8k,17,24,middle,3,864,864,measured_dense_runtime,1879,41,14.0,96.0,442,0.34146341463414637,0.4878048780487805,1.931944779296498,0.359375
gsm8k,17,25,middle,0,864,864,measured_dense_runtime,1085,47,14.0,49.19999999999999,146,0.2978723404255319,0.46808510638297873,1.1294824645511576,0.265625
gsm8k,17,25,middle,1,864,864,measured_dense_runtime,2087,49,21.0,126.4,169,0.24489795918367346,0.5714285714285714,1.1455988007348605,0.234375
gsm8k,17,25,middle,2,864,864,measured_dense_runtime,1456,41,20.0,87.0,162,0.24390243902439024,0.5121951219512195,1.1318397921342787,0.359375
gsm8k,17,25,middle,3,864,864,measured_dense_runtime,2284,43,20.0,103.00000000000003,503,0.16279069767441862,0.5348837209302325,1.6090144393937449,0.328125
gsm8k,17,26,middle,0,864,864,measured_dense_runtime,1871,53,23.0,99.60000000000005,182,0.3018867924528302,0.5471698113207547,1.119325676790497,0.171875
gsm8k,17,26,middle,1,864,864,measured_dense_runtime,1240,42,16.0,49.9,196,0.19047619047619047,0.5476190476190477,1.4081107038945753,0.34375
gsm8k,17,26,middle,2,864,864,measured_dense_runtime,2136,50,30.5,79.5,347,0.24,0.56,1.4265745650648107,0.21875
gsm8k,17,26,middle,3,864,864,measured_dense_runtime,1665,44,22.5,82.40000000000003,439,0.2727272727272727,0.6136363636363636,1.7850596543256005,0.3125
gsm8k,17,27,middle,0,864,864,measured_dense_runtime,1941,55,18.0,76.80000000000001,241,0.21818181818181817,0.5454545454545454,1.287978773714348,0.140625
gsm8k,17,27,middle,1,864,864,measured_dense_runtime,2189,49,17.0,108.40000000000005,190,0.10204081632653061,0.5306122448979592,1.1414638845398069,0.234375
gsm8k,17,27,middle,2,864,864,measured_dense_runtime,1851,42,25.0,129.99999999999994,312,0.23809523809523808,0.5714285714285714,1.3396822269564188,0.34375
gsm8k,17,27,middle,3,864,864,measured_dense_runtime,931,40,12.5,53.1,184,0.325,0.45,1.3949257401735615,0.375
gsm8k,17,28,middle,0,864,864,measured_dense_runtime,1054,30,18.0,66.9,242,0.26666666666666666,0.5333333333333333,1.3694367136431917,0.53125
gsm8k,17,28,middle,1,864,864,measured_dense_runtime,592,42,11.5,30.799999999999997,49,0.30952380952380953,0.30952380952380953,0.8934964579559559,0.34375
gsm8k,17,28,middle,2,864,864,measured_dense_runtime,2244,55,20.0,98.20000000000002,266,0.21818181818181817,0.6181818181818182,1.3770409689131835,0.140625
gsm8k,17,28,middle,3,864,864,measured_dense_runtime,3022,51,29.0,160.0,489,0.13725490196078433,0.6470588235294118,1.620632099248342,0.203125
gsm8k,17,29,middle,0,864,864,measured_dense_runtime,877,39,11.0,48.800000000000026,82,0.3076923076923077,0.46153846153846156,0.995081706102429,0.390625
gsm8k,17,29,middle,1,864,864,measured_dense_runtime,1773,47,26.0,74.39999999999999,241,0.10638297872340426,0.574468085106383,1.125583638266041,0.265625
gsm8k,17,29,middle,2,864,864,measured_dense_runtime,2230,46,36.0,119.0,311,0.15217391304347827,0.7391304347826086,1.1607546876196468,0.28125
gsm8k,17,29,middle,3,864,864,measured_dense_runtime,2032,53,17.0,112.60000000000008,177,0.2641509433962264,0.5471698113207547,1.2032531640874056,0.171875
gsm8k,17,30,middle,0,864,864,measured_dense_runtime,1441,46,15.5,78.0,201,0.2391304347826087,0.5,1.2970315557078547,0.28125
gsm8k,17,30,middle,1,864,864,measured_dense_runtime,1693,48,17.0,80.60000000000001,161,0.1875,0.5208333333333334,1.196324131763414,0.25
gsm8k,17,30,middle,2,864,864,measured_dense_runtime,1497,54,14.5,61.7,260,0.24074074074074073,0.48148148148148145,1.4503550271226633,0.15625
gsm8k,17,30,middle,3,864,864,measured_dense_runtime,2281,48,17.0,116.00000000000026,503,0.16666666666666666,0.5208333333333334,1.8118570240216707,0.25
gsm8k,17,31,middle,0,864,864,measured_dense_runtime,1041,48,13.0,56.90000000000001,101,0.20833333333333334,0.4791666666666667,1.0050285084602804,0.25
gsm8k,17,31,middle,1,864,864,measured_dense_runtime,1232,47,17.0,66.6,116,0.2553191489361702,0.574468085106383,1.0880838493182603,0.265625
gsm8k,17,31,middle,2,864,864,measured_dense_runtime,1820,49,19.0,86.20000000000009,247,0.08163265306122448,0.5306122448979592,1.2906009792240065,0.234375
gsm8k,17,31,middle,3,864,864,measured_dense_runtime,2819,50,31.0,151.2,281,0.1,0.72,1.0401011673102687,0.21875
gsm8k,18,1,middle,0,864,864,measured_dense_runtime,1219,62,12.0,50.9,94,0.16129032258064516,0.41935483870967744,1.0822123159253425,0.03125
gsm8k,18,1,middle,1,864,864,measured_dense_runtime,2029,61,11.0,83.0,294,0.22950819672131148,0.39344262295081966,1.7344282958182804,0.046875
gsm8k,18,1,middle,2,864,864,measured_dense_runtime,2396,61,17.0,95.0,331,0.16393442622950818,0.5245901639344263,1.5991437863208975,0.046875
gsm8k,18,1,middle,3,864,864,measured_dense_runtime,1268,55,9.0,72.60000000000002,165,0.3090909090909091,0.2727272727272727,1.5526919149741139,0.140625
gsm8k,18,2,middle,0,864,864,measured_dense_runtime,2421,64,18.0,65.80000000000001,312,0.125,0.59375,1.7279274859590827,0.0
gsm8k,18,2,middle,1,864,864,measured_dense_runtime,928,58,10.0,40.0,72,0.27586206896551724,0.3275862068965517,0.9903902487542909,0.09375
gsm8k,18,2,middle,2,864,864,measured_dense_runtime,1904,60,20.0,48.1,251,0.15,0.6166666666666667,1.4244123527997634,0.0625
gsm8k,18,2,middle,3,864,864,measured_dense_runtime,1659,63,16.0,54.60000000000003,285,0.15873015873015872,0.5079365079365079,1.5925525393348283,0.015625
gsm8k,18,3,middle,0,864,864,measured_dense_runtime,1340,60,16.0,53.60000000000002,92,0.15,0.5166666666666667,0.9864531286409757,0.0625
gsm8k,18,3,middle,1,864,864,measured_dense_runtime,1337,63,13.0,43.800000000000026,183,0.15873015873015872,0.42857142857142855,1.3058243582872018,0.015625
gsm8k,18,3,middle,2,864,864,measured_dense_runtime,2525,63,14.0,86.80000000000013,333,0.20634920634920634,0.47619047619047616,1.837814431897192,0.015625
gsm8k,18,3,middle,3,864,864,measured_dense_runtime,1710,61,16.0,49.0,240,0.16393442622950818,0.5245901639344263,1.5118564055646349,0.046875
gsm8k,18,4,middle,0,864,864,measured_dense_runtime,1343,54,11.5,44.500000000000014,263,0.25925925925925924,0.42592592592592593,1.8765564174111853,0.15625
gsm8k,18,4,middle,1,864,864,measured_dense_runtime,2600,53,25.0,97.60000000000005,626,0.09433962264150944,0.6415094339622641,1.8862786224256791,0.171875
gsm8k,18,4,middle,2,864,864,measured_dense_runtime,890,56,9.0,34.5,103,0.30357142857142855,0.30357142857142855,1.2917869585459558,0.125
gsm8k,18,4,middle,3,864,864,measured_dense_runtime,2079,56,13.5,99.5,410,0.26785714285714285,0.44642857142857145,1.739513151920383,0.125
gsm8k,18,5,middle,0,864,864,measured_dense_runtime,1595,54,15.0,75.4,230,0.18518518518518517,0.5,1.3349523063404964,0.15625
gsm8k,18,5,middle,1,864,864,measured_dense_runtime,2207,63,20.0,106.2000000000001,190,0.15873015873015872,0.5555555555555556,1.3028199519521728,0.015625
gsm8k,18,5,middle,2,864,864,measured_dense_runtime,1766,60,19.0,59.000000000000014,294,0.15,0.55,1.4371282440100086,0.0625
gsm8k,18,5,middle,3,864,864,measured_dense_runtime,1344,58,11.0,46.50000000000002,215,0.2413793103448276,0.3793103448275862,1.5603180626956725,0.09375
gsm8k,18,6,middle,0,864,864,measured_dense_runtime,2307,54,22.0,121.7,416,0.12962962962962962,0.6111111111111112,1.5928016674902221,0.15625
gsm8k,18,6,middle,1,864,864,measured_dense_runtime,1491,55,15.0,61.2,117,0.2,0.4909090909090909,1.070264516188535,0.140625
gsm8k,18,6,middle,2,864,864,measured_dense_runtime,1572,61,16.0,57.0,138,0.08196721311475409,0.5573770491803278,1.0320881698415618,0.046875
gsm8k,18,6,middle,3,864,864,measured_dense_runtime,1542,58,15.5,64.60000000000001,163,0.20689655172413793,0.5,1.1186791105076852,0.09375
gsm8k,18,7,middle,0,864,864,measured_dense_runtime,3051,56,24.0,124.5,454,0.17857142857142858,0.6607142857142857,1.6057460667052155,0.125
gsm8k,18,7,middle,1,864,864,measured_dense_runtime,1634,48,17.0,99.50000000000003,206,0.10416666666666667,0.5208333333333334,1.293506342773153,0.25
gsm8k,18,7,middle,2,864,864,measured_dense_runtime,1159,41,13.0,63.0,189,0.2682926829268293,0.4634146341463415,1.3599965685380946,0.359375
gsm8k,18,7,middle,3,864,864,measured_dense_runtime,1068,53,12.0,43.800000000000004,106,0.1509433962264151,0.3584905660377358,1.1395481146470006,0.171875
gsm8k,18,8,middle,0,864,864,measured_dense_runtime,1935,56,16.0,94.5,194,0.23214285714285715,0.5,1.2360018847133214,0.125
gsm8k,18,8,middle,1,864,864,measured_dense_runtime,1077,53,12.0,51.800000000000004,90,0.24528301886792453,0.4339622641509434,1.0878902505771753,0.171875
gsm8k,18,8,middle,2,864,864,measured_dense_runtime,2042,60,24.5,72.1,224,0.15,0.6666666666666666,1.246659111549768,0.0625
gsm8k,18,8,middle,3,864,864,measured_dense_runtime,1858,60,10.0,40.80000000000001,497,0.2833333333333333,0.35,2.7445384865000317,0.0625
gsm8k,18,9,middle,0,864,864,measured_dense_runtime,2518,52,23.0,149.89999999999998,299,0.19230769230769232,0.6538461538461539,1.362904335705968,0.1875
gsm8k,18,9,middle,1,864,864,measured_dense_runtime,1298,53,14.0,55.000000000000064,152,0.24528301886792453,0.49056603773584906,1.1963958107522077,0.171875
gsm8k,18,9,middle,2,864,864,measured_dense_runtime,1918,51,10.0,99.0,388,0.3333333333333333,0.39215686274509803,1.8650794505494346,0.203125
gsm8k,18,9,middle,3,864,864,measured_dense_runtime,1178,50,17.0,56.1,85,0.22,0.54,0.8785220958329583,0.21875
gsm8k,18,10,middle,0,864,864,measured_dense_runtime,2278,57,21.0,86.0,350,0.19298245614035087,0.5614035087719298,1.491870816429874,0.109375
