batch_id,condition,domain,step,scheduler_iteration,worker_dp_rank,ep_rank,layer,total_assignments,local_rows,expert_ms,dispatch_ms,combine_ms,active_experts_local,expert_max_assignments_local,expert_mean_assignments_local,expert_load_cv_local,tiny_expert_fraction_local,expert_histogram
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,12,6.0,2,0.5359039902687073,0.38572800159454346,0.2898240089416504,5,2.0,0.375,1.5986105077709063,1.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,13,4.0,2,0.5238720178604126,0.38412800431251526,0.27510398626327515,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,14,3.0,2,0.5313599705696106,0.530784010887146,0.6510080099105835,3,1.0,0.1875,2.0816659994661326,1.0,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,15,1.0,1,0.5472959876060486,0.9236800074577332,0.2707520127296448,1,1.0,0.0625,3.872983346207417,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,16,8.0,2,0.5475839972496033,0.36371201276779175,0.2659839987754822,6,2.0,0.5,1.4142135623730951,1.0,"[0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 1, 0, 1, 0, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,17,3.0,2,0.5292800068855286,0.4251840114593506,0.26556798815727234,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,18,4.0,2,0.540768027305603,0.41046398878097534,0.2758080065250397,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,19,1.0,1,0.5591999888420105,0.3492479920387268,0.2687999904155731,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,20,5.0,2,0.5332800149917603,0.35660800337791443,0.27584001421928406,5,1.0,0.3125,1.4832396974191326,1.0,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,21,3.0,2,0.5274239778518677,0.3442560136318207,0.2728959918022156,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,22,1.0,1,0.5453439950942993,0.33190399408340454,0.2614400088787079,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,23,4.0,2,0.5682880282402039,0.3495680093765259,0.2712959945201874,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,24,1.0,1,0.5388799905776978,0.36713600158691406,0.2690880000591278,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,25,3.0,2,0.5437440276145935,0.3563520014286041,0.25859200954437256,3,1.0,0.1875,2.0816659994661326,1.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,315,0,1,26,3.0,2,0.5409600138664246,0.43913599848747253,0.2711679935455322,3,1.0,0.1875,2.0816659994661326,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,1,4.0,2,0.5522239804267883,0.3319360017776489,0.29977598786354065,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,2,1.0,1,0.5697280168533325,0.36006399989128113,0.2691519856452942,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,3,1.0,1,0.5140799880027771,0.38367998600006104,0.29868799448013306,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,4,3.0,2,0.5545920133590698,0.358271986246109,0.3041920065879822,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,5,2.0,2,0.5404160022735596,0.37942400574684143,0.29836800694465637,1,2.0,0.125,3.872983346207417,1.0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,6,2.0,2,0.5463680028915405,0.3354879915714264,0.2717759907245636,1,2.0,0.125,3.872983346207417,1.0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,7,3.0,2,0.5560320019721985,0.3389120101928711,0.2871679961681366,2,2.0,0.1875,2.8087165910587863,1.0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,8,2.0,2,0.5503360033035278,0.36985599994659424,0.25830399990081787,1,2.0,0.125,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,9,0.0,0,0.020416000857949257,0.3441280126571655,0.6580479741096497,0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,10,3.0,2,0.5482239723205566,0.8665599822998047,0.28355199098587036,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,11,2.0,2,0.5331839919090271,0.4289279878139496,0.29526400566101074,1,2.0,0.125,3.872983346207417,1.0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,12,6.0,2,0.5489280223846436,0.33113598823547363,0.29183998703956604,5,2.0,0.375,1.5986105077709063,1.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,13,4.0,2,0.5322880148887634,0.2935360074043274,0.2828800082206726,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,14,3.0,2,0.5576959848403931,0.3997119963169098,0.2733759880065918,3,1.0,0.1875,2.0816659994661326,1.0,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,15,1.0,1,0.5237759947776794,0.342272013425827,0.2694399952888489,1,1.0,0.0625,3.872983346207417,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,16,8.0,2,0.5315840244293213,0.3195520043373108,0.27110400795936584,6,2.0,0.5,1.4142135623730951,1.0,"[0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 1, 0, 1, 0, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,17,3.0,2,0.5505920052528381,0.4246079921722412,0.2948800027370453,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,18,4.0,2,0.5420160293579102,0.30371201038360596,0.2738560140132904,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,19,1.0,1,0.5203520059585571,0.3547520041465759,0.26425600051879883,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,20,5.0,2,0.5372480154037476,0.3752959966659546,0.2707520127296448,5,1.0,0.3125,1.4832396974191326,1.0,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,21,3.0,2,0.5309439897537231,0.35315200686454773,0.2654080092906952,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,22,1.0,1,0.5573440194129944,0.33881598711013794,0.282943993806839,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,23,4.0,2,0.540448009967804,0.3267520070075989,0.27555200457572937,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,24,1.0,1,0.5245440006256104,0.33980798721313477,0.28755199909210205,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,25,3.0,2,0.6635839939117432,0.3442879915237427,0.28678399324417114,3,1.0,0.1875,2.0816659994661326,1.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,316,0,1,26,3.0,2,0.5403839945793152,0.3006080090999603,0.27724799513816833,3,1.0,0.1875,2.0816659994661326,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,1,4.0,2,0.5365440249443054,0.47910401225090027,0.29043200612068176,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,2,1.0,1,0.5191360116004944,0.4115839898586273,0.2887679934501648,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,3,1.0,1,0.5637760162353516,0.38921600580215454,0.278656005859375,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,4,3.0,2,0.5216959714889526,0.33321601152420044,0.2768320143222809,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,5,2.0,2,0.5494719743728638,0.3473919928073883,0.2662400007247925,1,2.0,0.125,3.872983346207417,1.0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,6,2.0,2,0.5526720285415649,0.3889920115470886,0.27849599719047546,1,2.0,0.125,3.872983346207417,1.0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,7,3.0,2,0.5483199954032898,0.4313279986381531,0.276095986366272,2,2.0,0.1875,2.8087165910587863,1.0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,8,2.0,2,0.5264959931373596,0.3797439932823181,0.2903040051460266,1,2.0,0.125,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,9,0.0,0,0.020160000771284103,0.28512001037597656,0.6586880087852478,0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,10,3.0,2,0.5228480100631714,0.8880640268325806,0.2717440128326416,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,11,2.0,2,0.5628160238265991,0.3697279989719391,0.27935999631881714,1,2.0,0.125,3.872983346207417,1.0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,12,6.0,2,0.531711995601654,0.3420160114765167,0.2614719867706299,5,2.0,0.375,1.5986105077709063,1.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,13,4.0,2,0.5416640043258667,0.33664000034332275,0.2685120105743408,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,14,3.0,2,0.5483520030975342,0.33827200531959534,0.27724799513816833,3,1.0,0.1875,2.0816659994661326,1.0,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,15,1.0,1,0.5440639853477478,0.3335359990596771,0.2756800055503845,1,1.0,0.0625,3.872983346207417,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,16,8.0,2,0.5291200280189514,0.42502400279045105,0.2683199942111969,6,2.0,0.5,1.4142135623730951,1.0,"[0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 1, 0, 1, 0, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,17,3.0,2,0.5474879741668701,0.3315199911594391,0.2829119861125946,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,18,4.0,2,0.5518400073051453,0.315744012594223,0.27904000878334045,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,19,1.0,1,0.5712640285491943,0.36259201169013977,0.27430400252342224,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,20,5.0,2,0.5353599786758423,0.3500159978866577,0.2725760042667389,5,1.0,0.3125,1.4832396974191326,1.0,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,21,3.0,2,0.5331839919090271,0.314303994178772,0.292959988117218,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,22,1.0,1,0.5374400019645691,0.2982400059700012,0.29232001304626465,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,23,4.0,2,0.5340160131454468,0.3447679877281189,0.30112001299858093,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,24,1.0,1,0.5392000079154968,0.35977599024772644,0.26121601462364197,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,25,3.0,2,0.5260159969329834,0.49398401379585266,0.297760009765625,3,1.0,0.1875,2.0816659994661326,1.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,317,0,1,26,3.0,2,0.5530880093574524,0.4482559859752655,0.27372801303863525,3,1.0,0.1875,2.0816659994661326,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,1,4.0,2,0.5608959794044495,0.45478400588035583,0.2794559895992279,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,2,1.0,1,0.5449920296669006,0.3575359880924225,0.2916800081729889,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,3,1.0,1,0.5438079833984375,0.35545599460601807,0.2916800081729889,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,4,3.0,2,0.5211840271949768,0.3757759928703308,0.2984960079193115,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,5,2.0,2,0.5479360222816467,0.3636159896850586,0.28086400032043457,1,2.0,0.125,3.872983346207417,1.0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,6,2.0,2,0.5261120200157166,0.3473280072212219,0.3009920120239258,1,2.0,0.125,3.872983346207417,1.0,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,7,3.0,2,0.5366079807281494,0.3710399866104126,0.2763519883155823,2,2.0,0.1875,2.8087165910587863,1.0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,8,2.0,2,0.5352320075035095,0.37571200728416443,0.3031040132045746,1,2.0,0.125,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,9,0.0,0,0.020735999569296837,0.2970240116119385,0.650816023349762,0,0.0,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,10,3.0,2,0.5210559964179993,0.913536012172699,0.27535998821258545,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,11,2.0,2,0.5459840297698975,0.343968003988266,0.2819199860095978,1,2.0,0.125,3.872983346207417,1.0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,12,6.0,2,0.5261440277099609,0.34828799962997437,0.27379199862480164,5,2.0,0.375,1.5986105077709063,1.0,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,13,4.0,2,0.5414720177650452,0.4144960045814514,0.2736000120639801,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,14,3.0,2,0.5236799716949463,0.415039986371994,0.2871040105819702,3,1.0,0.1875,2.0816659994661326,1.0,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,15,1.0,1,0.5335680246353149,0.33983999490737915,0.2659200131893158,1,1.0,0.0625,3.872983346207417,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,16,8.0,2,0.5565440058708191,0.41420799493789673,0.29078400135040283,6,2.0,0.5,1.4142135623730951,1.0,"[0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 1, 0, 1, 0, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,17,3.0,2,0.5542719960212708,0.35740798711776733,0.2762880027294159,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,18,4.0,2,0.5331839919090271,0.3144960105419159,0.2715199887752533,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,19,1.0,1,0.5542399883270264,0.39107200503349304,0.2929919958114624,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,20,5.0,2,0.5189440250396729,0.38515201210975647,0.2645440101623535,5,1.0,0.3125,1.4832396974191326,1.0,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,21,3.0,2,0.5383679866790771,0.3521279990673065,0.2719680070877075,2,2.0,0.1875,2.8087165910587863,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,22,1.0,1,0.5264959931373596,0.382207989692688,0.26739200949668884,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,23,4.0,2,0.543615996837616,0.34620800614356995,0.2805759906768799,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 1, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,24,1.0,1,0.5573440194129944,0.38633599877357483,0.2768320143222809,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,25,3.0,2,0.5414720177650452,0.3599039912223816,0.2715519964694977,3,1.0,0.1875,2.0816659994661326,1.0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,318,0,1,26,3.0,2,0.5218240022659302,0.36368000507354736,0.2645759880542755,3,1.0,0.1875,2.0816659994661326,1.0,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,319,0,1,1,4.0,2,0.5537279844284058,0.3789120018482208,0.27327999472618103,3,2.0,0.25,2.23606797749979,1.0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
long_code_vs_chat_rep1,long_code_vs_chat,long_code,9,319,0,1,2,1.0,1,0.547648012638092,0.3598079979419708,0.28972798585891724,1,1.0,0.0625,3.872983346207417,1.0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
