accepted_set_change_fraction,aligned_rows,baseline_live_ratio,baseline_wave,benchmark_correct,benchmark_delta_vs_baseline,benchmark_total,confidence_logit_margin_abs_change_mean,elapsed_seconds_observer,final_sequence_exact,final_sequence_total,layers,live_aligned_rows,live_top1_flip_fraction,mode,nfe,per_sample_score_flips,phase,policy,policy_live_ratio,policy_wave,sampled_js_mean,sampled_kl_mean,sampled_logits_rows,task,top1_flip_fraction
,,,,6,0,32,,7.568208932876587,32,32,,,,none,86,0,"early,middle,late",baseline,,,,,,humaneval,
0.02743142144638404,1024,0.783203125,29,6,0,32,0.3674407730673317,6.636217355728149,24,32,1,802,0.18079800498753118,routed_bypass,91,0,early,routed_bypass_l01_early,0.783203125,29,0.010147811815240715,0.044678481865560116,16,humaneval,0.154296875
0.025974025974025976,576,0.13368055555555555,2,7,1,32,0.2719155844155844,6.948368787765503,18,32,1,77,0.14285714285714285,routed_bypass,97,1,late,routed_bypass_l01_late,0.13368055555555555,2,0.008289469922942772,0.0355172495917202,16,humaneval,0.08680555555555555
0.06037735849056604,576,0.4600694444444444,0,6,0,32,0.4372641509433962,6.725442886352539,12,32,1,265,0.2679245283018868,routed_bypass,93,0,middle,routed_bypass_l01_middle,0.4600694444444444,0,0.02312118175905198,0.1014982917404268,16,humaneval,0.19444444444444445
0.0199501246882793,1024,0.783203125,29,6,0,32,0.3851309226932668,6.313000202178955,26,32,8,802,0.1882793017456359,routed_bypass,87,0,early,routed_bypass_l08_early,0.783203125,29,0.00797656788159884,0.03375121817248328,16,humaneval,0.1708984375
0.0,576,0.13368055555555555,2,6,0,32,0.3003246753246753,7.60296106338501,23,32,8,77,0.18181818181818182,routed_bypass,105,0,late,routed_bypass_l08_late,0.13368055555555555,2,0.008335433291335903,0.032434815046087806,16,humaneval,0.08159722222222222
0.06792452830188679,576,0.4600694444444444,0,5,-1,32,0.5273584905660378,6.099874258041382,13,32,8,265,0.32075471698113206,routed_bypass,85,1,middle,routed_bypass_l08_middle,0.4600694444444444,0,0.03528397965237673,0.14032865232002223,16,humaneval,0.21006944444444445
0.017456359102244388,1024,0.783203125,29,6,0,32,0.3008884039900249,6.279897928237915,25,32,16,802,0.1633416458852868,routed_bypass,86,0,early,routed_bypass_l16_early,0.783203125,29,0.005323837479863869,0.02075596328722895,16,humaneval,0.1396484375
0.06493506493506493,576,0.13368055555555555,2,7,1,32,0.3969155844155844,7.387753248214722,20,32,16,77,0.2077922077922078,routed_bypass,102,1,late,routed_bypass_l16_late,0.13368055555555555,2,0.02857033206451831,0.11538696416002381,16,humaneval,0.06944444444444445
0.052830188679245285,576,0.4600694444444444,0,6,0,32,0.28915094339622643,10.538615942001343,10,32,16,265,0.17358490566037735,routed_bypass,94,2,middle,routed_bypass_l16_middle,0.4600694444444444,0,0.006587494281120598,0.0266049055790063,16,humaneval,0.1111111111111111
0.0399002493765586,1024,0.783203125,29,6,0,32,0.376324812967581,6.620713233947754,23,32,24,802,0.11471321695760599,routed_bypass,92,0,early,routed_bypass_l24_early,0.783203125,29,0.006580620965650041,0.026166798326755725,16,humaneval,0.1025390625
0.03896103896103896,576,0.13368055555555555,2,6,0,32,0.4155844155844156,5.9492506980896,20,32,24,77,0.09090909090909091,routed_bypass,82,0,late,routed_bypass_l24_late,0.13368055555555555,2,0.034745918870157766,0.17535783023322438,16,humaneval,0.06597222222222222
0.03773584905660377,576,0.4600694444444444,0,7,1,32,0.3106132075471698,11.720941066741943,11,32,24,265,0.16981132075471697,routed_bypass,105,1,middle,routed_bypass_l24_middle,0.4600694444444444,0,0.015342632686952129,0.0626700171851553,16,humaneval,0.1076388888888889
0.048628428927680795,1024,0.783203125,29,6,0,32,0.5495635910224439,6.034779787063599,23,32,31,802,0.1596009975062344,routed_bypass,83,0,early,routed_bypass_l31_early,0.783203125,29,0.031436902912446385,0.12589761466256277,16,humaneval,0.1650390625
0.07792207792207792,576,0.13368055555555555,2,6,0,32,0.515422077922078,5.963444948196411,19,32,31,77,0.14285714285714285,routed_bypass,83,0,late,routed_bypass_l31_late,0.13368055555555555,2,0.013675787463228062,0.05507484457598366,16,humaneval,0.22743055555555555
0.1018867924528302,576,0.4600694444444444,0,7,1,32,0.5058962264150944,9.729941606521606,8,32,31,265,0.22641509433962265,routed_bypass,87,1,middle,routed_bypass_l31_middle,0.4600694444444444,0,0.02260362466040533,0.09290902817156166,16,humaneval,0.2048611111111111
